,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
PFL,0.000778041,5.8059E-05,0,4.81936E-06,0,0,0.000688704,0,7.97787E-05,0,0,0,0.291144946,2.99589E-06,3.99588E-05,0,0,0.000160893,4.48589E-05,0,0,0,0,0,3.9133E-05,0,0,0,0,0,0,0,0,0.000431725,0,0,0,0,0,0,0.000661122,3.24898E-07,0.010748927,1.93561E-05,0,0,0,0,0,0,0.051012103,0,0,0,0,0,0,0.000685039,0,0.000253012,7.58977E-05,0.000459631,5.34464E-06,0,0,0,0.000765611,0,0,0,0,2.88125E-06,0,0,0,0,0.000730551,0,0,3.46756E-05,5.20573E-08,8.98459E-05,0,0,0,0,0.000151552,3.19143E-05,0,0,0,0,0,0.000975934,2.25312E-06,0.000305391,0,1.94061E-05,0,0,0,0,0.001062826,0,0,0.000188127,0.002194503,0,0,0,0,2.56815E-05,8.42488E-05,0.001181133,0,0,0,0,0,0.000992731,0,2.72382E-05,0,0.540601487,0.034031768,0,0,0,0.001081966,0,0,0,0,0.000281132,0,0.002484368,0.000935331,0.053252716,0,0,0,0,0,0,0,5.40333E-07,0,0,0,0,0,0,0,0,4.95282E-05,0,0.000170269,4.4918E-05,0,0,0,0.000346632,0,0,0.092689552,0,2.14421E-05,0.000364373,0,0,0,0,0,0,0,0,0.001276937,0,0.000222511,0.000941939,0.000265031,0.000480396,0.00100877,0,0.000411373,0,0,0,0,0,0,0.006646258,0,0.000769338,0.001220855,0,0,0,0,5.57068E-06,0,0,0,0,0,1.40298E-05,0,4.87965E-07,0,0,0,0,0
PG,0.012815759,0,0,0.008951492,0,0,0.000959432,0.00036907,0,0,0,0,3.840384221,8.54768E-05,0,0.008022058,0,0,0,0,0,0.001560989,0.003789738,0,0,0,0,0.003585879,0.111067669,0.001611177,0,0,0,0.004528316,0,0.023793864,0.051566058,0.209761646,0,0,0,0,0.156450633,0.000239539,0,0,0,0,0,0.001983589,0,0.053107504,0,0.001652367,0.003275816,0.001081846,0,0,0.000555282,0,0,0.003461504,0,0,0,0.152939557,0,0,0,0,0,5.22933E-05,0.005085906,0,0,0.000170409,0,0,0,0,0.000354693,0.003689592,0,0,0.000134077,0,0.009249484,0,0,0.000869954,0.001153927,0,0,0.000454524,0.028300321,0.010801054,0,0,0,0,0,0,0,0,0,0,0,0.00094987,0.008700201,0,0,0,0,0.008190622,0.000208919,0.001246699,0,0,0,0,0,0,0,0,0,0,0,0,0.011844267,0,0,0.002884889,0,0,0.000378409,0,0,0.654232886,0,0,0,0.070608664,0,0,0,0,0.000380448,0,0,0,0,0,0.001455156,0,0,0,0,0,0.001239649,0,0,0.046457538,0,0.089025847,1.743275021,0,0,0.017468103,0,0,0,0.006960396,0,0,0,0,0.018398292,0,0,0,0.013096152,0.000314343,0.006087587,0,0,0,0,0,0,0,0.000726356,0,0,0,0,0.003428587,0,0,0,0.000334477,0,0,0,0,0,0,0,0,0,0.003083276,0.001124238,0,0
PGRNd,0,0,0,0,0,0,0.001327782,0.000682091,5.00811E-05,0,0,0,0,0.00033197,0,0.437059025,0,0,0,0,0.000461876,0,0,0,0,0,0,0,0,0.014525137,0,0,0.013342021,0.000160428,0,0,0.086492471,0.082456228,0,0,0.004177644,0,0,0,0.011404399,0.003803462,0.005630009,0.002399179,0,0,0.243355657,0,0.000577643,0,0.00020262,0,0,0.004714651,0,0,0,0,0,0,0.021111697,0,0,0,0,0,0,0,0,0,0,0.020296127,0,0.090672537,0,0,0,0.008234388,0,0.042855627,0,0,0,0,0,0,0,0,0,0.008040522,0.007831751,0.00273395,0,0,0,1.029088101,0,0.144203852,0,0,0,0.00022076,0,0.013741737,0.080080078,0.142493317,0,0,0,0,0,0,0.616037698,0,0,0,0.121453394,0.000304232,0.106389867,0,0,0,0,0,0,0,0,0.071534311,0.011042531,0.00115583,0,0.139243846,0.00060794,0,0,1.139180162,0,0,0,0,0,0,0,0,0,0,0,0.003029679,0.0027149,0.026587527,0.056724501,0,0,0,0.017470974,0,0.551385553,0,0,0,0,0.003422134,0,0,0,0,0,0.008050178,0,0,0,0,0.021397567,0.001646174,0.016042914,0.005655942,0,0.006997484,0.006409873,0,0.001240124,0.000601437,0,0,0,0,0,0,0,0,0,0,0.068926839,0.016572393,0,0.002281996,0.000326763,0.000280708,2.54146E-06,0,0,0,0.029561839,0,0.040523497,0.020933159,0.010106968,0,0
PGRNl,0.002996221,0,0,0.012479317,6.82835E-06,0.010461998,0,0,0.000106386,0,0.000251816,0.000248188,0,0,0.001983802,0.00969209,0.007189342,3.84615E-05,0.000492671,0,0.000353181,4.92877E-05,0.000834507,0.000946432,0.010927718,0.001574638,0.004315668,0.00716329,0,0.000436016,0.000367204,0.000548025,0.007430823,0.001168375,0.0009392,0.006312233,0.016244495,0,0.017075543,0.018409336,0.004816022,0.031929405,0,0.000483869,0.007120829,0.004024693,0.007655199,0.008713887,0.000744305,0.000287191,0.022164109,0,0,0.000876939,0.002268631,0.003800666,0.356341663,0,0.000168735,0,0.000993742,0.004987768,0.000307392,0.002763182,0,0,0.004847835,0.251038357,0.000153805,0.019194696,0.000266119,0,0.000882446,0.002906904,0.120973286,0.000509312,0.013513493,0,0.001236396,0.01550833,0.000102723,0.003169664,0.034202587,0.005640154,0.047384218,0.264134912,0.006130018,0.0053396,0.000253982,0.000226165,0.000387905,0.000492769,0.001660621,0,0.000995476,0,0.002316322,0.019969579,0.00593226,0.375813467,0.008181695,0.044248656,0.02393702,0.003458476,0.016488235,0.001014523,0,0.002144849,0.013575946,0.067813134,5.49689E-05,0,8.27982E-05,0.000100838,8.77597E-06,0.0002229,0.508586363,0.002619867,0.082638133,0.103141658,0.071348859,0.001421818,0,0.01232146,0.020617224,0.035012998,0,0.037592484,0,0.000177478,0.001457728,0,0.002085944,0.001436631,0.00042931,0.066600862,0.004067307,0,0.363504656,0.390420065,0.023156738,0.032686405,0,0.000417044,0.013186332,0.011502496,0.001765088,0.001100232,0.002692935,0.008903197,0.019486133,0.006283891,0.001911192,0.015199199,0.018352712,0.000244862,0.00035418,0.00441904,0,0.004156343,0.307258418,0.016454923,0,0.033692126,0,0.000446754,0.004427262,0.002159561,0.088512213,0.002382283,0.002626624,0.005352863,0.037827147,0.027245221,0.12442916,0.022697146,0,0.00076641,0,0,0.001045088,0,0,0.003651387,0.005440338,0.003031816,0.004682101,0.019526017,0.009349007,0.000445207,1.28136E-05,0.033688697,0.000492841,0.00047382,0.017447822,0.052875798,0,0.03300656,0,0,2.13849E-05,0.000173376,1.66611E-05,0.00031774,0,0.000382311,0.008952167,0.009282841,0,0,0,0.023824385,0.082153325
PH,0.021159336,0,0.023536654,0,0,0.284674785,0,0,0.013674736,0,0.006466579,0.005489626,9.78246E-05,0,0.012884117,0,0.019157861,0.000260573,0.002072307,0,0,0.004523203,0.025060937,0.090663744,0.069668879,0.016092028,0.122279274,0.043654838,0,0,0.014921559,0,0,0.01730429,0.008343467,0,0,0,0,2.40246E-05,0.207401602,0,6.62857E-06,0.019178157,0.002691743,0,0.129856773,0,0.061969479,0.009509232,4.05949E-05,0,0,0,0,0,0,0,0.009559263,0,0,0,0.047027805,0.001571421,0,0,0.004996581,0,0,0,0,0,0,0,0.833901696,0,0.352373838,0,0,0.503038867,0.027697144,0.000261616,0,0,0,0,0.036808623,0.029738071,0,0,0,0,0,0.002778526,0,0,0.034681257,0.306392687,0,0,0.19696158,0.002700787,0.167480005,0.001765583,0,0.007180664,0,0,0.01085129,0,0,0.021078445,0,0,0.007672832,0,0.178377362,0,0,0,0.017526475,0.009657053,0,0.001415152,0.002828778,0,0,0,0.038535683,0.029279482,0,0,0,0,0,0,0,0.000288253,0,0,0.000743158,0,0.002403271,0,0.037766653,0.013345714,0,0.002878582,0,0.039785531,0.149213398,0,0,0,0,0,0,0,0,0.024470738,0,0,0.007444806,0.130124669,0.000259328,0,0,0.001828871,0,0,0,0,0,0,0,0,0,0,0,0,0.002343238,0,0,0,0.027969217,0.066320188,0,0,0,0,0.014138488,0,0.005085434,0.057204222,0.07236513,0,0,0,0,0,0,0,0,0,0,0.002731933,0.01110733,0.019323553,0,0,0,0,0
PIR,0.17748673,0,0,0,0.000305725,0.000697415,0.077113035,0.27527034,0.158531866,0,0,0,0,0.019881697,0.689256954,0,0,0,0,0,4.0164E-05,0.132428664,0.18779532,0,0,0,0,0.069527331,0,0,0,0,0,0.210864684,0.211136511,0,0,0,0,2.19437E-05,0,0,0,0.043014961,0,0,1.156564927,0.00962926,0.501294907,0.18061898,8.68599E-06,0,0,0.053095657,0,0,0,0.034328968,0.031397255,0,0,0,0.000755744,0,0,0,3.30593E-05,0,0,0,0,0,0,0.001336295,0,0,0.016636104,0,0,0.050706175,0,0.04405393,0,0.003730091,0,0,0.091862508,0.000517409,0,0,0,9.53576E-05,0,0.515065842,0,0,0,0,0,0,0.003135458,0,0.070118895,0,0,0.150482513,7.53033E-06,0,0,0,0.058943431,0,0.043899274,0.718391032,0.001195504,0.210274086,0,0,0,0,0,0.195515919,0,5.83373E-06,0,0,0,0,4.396647913,0,0,0,0,0,0,0,0,3.31598E-05,0,0,0,0,0,0,0,0,0,0,0,0.000416862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126175267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020449362,0.000125179,0,0,0,0.229992635,0,0,0.26929421,0.000765111,0,0,1.3235E-05,0,0.01203523,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,0.031061567,0,0,0,0,0,0.075806673,0.034429558,0.016452411,0.000557747,0.066798766,0.021217788,0,0,0.096960371,0,0,0,0,0.003396409,0.00290166,0.003407233,0.024414364,0.157005435,0,0,0,0.034573151,0.000121722,0,0.164275535,0.003635182,0.036804571,0.002376757,0.004234234,0.932253927,0.014030575,0,0.007178155,0.000114644,0,0.004001166,0,0.057950026,0.006239688,0,0,0,0.169483651,0,0,0,0,0.006654894,0.027691027,4.47894E-05,0,0.069752206,0.004079015,0,0,0,0,0.04861108,0.000371432,1.51306E-05,0.006355624,0.001379801,0,0.000167648,0,0,0,0.017921607,0.333023594,0,0.064997458,0.001214185,0,0,0,0.010698479,0.00473181,0.304579553,0.000465368,0.001556847,0.013475027,0,0,3.19961E-05,0,0,0,0,0.100842917,0,0,0,0,0.30202377,0,0.000416453,0.007923257,0,0,0.002092971,0.000255136,0,0,0.006374373,0,0.140540294,0.019340246,0,0.000268253,0,0.18853649,0,0,0.013210928,0.004381735,0,0.027569048,0,0.001260938,0,0.003473654,0,0,0,0,0,0,0,0.000339684,0.012720531,0,0.000710147,0.006539999,0.045332482,0,0,0.066941287,0,0,0.134507058,0,0,2.83036E-06,0,0.089028841,0,0.000342916,0.005764271,0.02284291,0,0,0,0.057394676,0,0,0,0,0.492837294,0,0,0.020932358,0.045328631,0.00052918,0.020660392,0.002073382,0.006968583,0.000387416,0.000937188,0,0,0,0.001096837,0,0,0,0,0,0.01261435,0,0,0.000901203,2.14455E-06,0,0,0.000206795,0.003902559,0,0.106092668,0,0,0,0.000269226,0,0.006943013,0,0,0,0,0,0,0.046577665,0,0,0,0,0.077757225,0.000725788
PMd,0,0,0,0,0,0.254204132,0,0,0,0,0,0.003501661,0,0,0,0,0,0,0,0,0,0.104176009,0.169887797,1.013673991,0,0,0,0.220281913,0,0,0,0,0,0,0.305539526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023449861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166654698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338307545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199653129,0,0,0.024159613,0,0,0.015396013,0.006541313,0,0,0,0,0,0,0,0.11822164,0,0,0,0,0,0.0255629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111099604,0,0,0,0,0.06498718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PO,0,0.06469958,0,0,0,0,0,0,0,0,0.002547042,0,0.002359751,0,0.001101196,0.09903171,0,0.030116698,0.139245224,0.374405484,0.003560397,0.000279365,0,0,0,0,0,0,0,0.022296348,0.0095676,1.65827E-05,0.000293363,0,0.000101716,1.079263457,0.008298221,0,0,0.000241479,0,0,0,0,0.00035283,0.082201337,0,0,0,0,0.000203809,0,0.001408726,0,0.065798662,0,0.00777644,0.001764415,0,0,0,0,0,0,0,0,0.000396135,0,0,0.00016659,0.052323457,0.013546707,0.00602601,0.006054924,0.021678845,0.027654403,0.00261351,0.000337054,0,0,0,0,0.01613536,0.000933621,0,0,0,0,0.000677252,0.002663077,0.007528497,0.000359486,0,0,0.696636197,0.285180584,0,0,0.001821273,0.390085529,0,0.000738908,0.000687904,0.003482124,0,0.000861909,0.000257864,0.01398805,0.00848291,0,0,0,0.002700844,0,0,0,0.103299684,0,0,0.000902596,0.007049179,0.002532155,0.018564182,0.002223002,0.003538945,3.41675E-05,0,0.023754323,0,0.017486909,3.75011E-05,0.046703884,0.008307834,0.000324766,0,0.025494079,0,0.000966728,0.102894079,0.219630695,0.000995952,0,0,0.031818257,0,0.001151066,0,0,0,0,0.004981273,0.000788133,0.000443626,0.005892535,0.006891629,0.055630451,0.055155695,0,0.270819729,0,0.137838185,0.036456874,0,0,3.39096E-05,0.000499247,0,0,0,0,0.003020861,0.009262537,0.000306236,5.43035E-05,0,0,1.498299626,0.583548699,0.047327211,0,0.494842942,1.056712786,1.08181416,0,0,0,0.001354908,0,0.000229434,0.267949498,0,0.032655492,0,0.001371436,0,0,0.02873011,0.00030903,0,0.047676568,0.059997838,0.13292403,0,0.234973069,0.014942458,0.037417946,0.010686827,0,0.206119595,0.25135437,0,0.024455943,0
POL,0.035951024,0,0,0,0,0,0,0,0.014416511,0,0,0,8.69285E-05,0,0,0,0,0.631016792,1.375094556,1.182157787,0,0.357751126,0.086399998,0.018881842,0,0,0,0.578194759,0,0,0.202350992,0,0,0.011752081,0.018677707,2.615388122,0,0,0,0,0,0.032753453,0,0,0,0.668297174,0,0,0.067771466,0.001826701,0,0,0,0.006520573,0.677589499,0,0,0,0.029896948,0,0,0,0,0.021032727,0,0,0,0,0.164931499,0,0,0,0,0.000485983,0,0,0,0,0,0,0,0,0,0,0,0,0.365168812,0,0,0,0,0,0,0,0,0,0,0,0.043915521,0,0,0,0,0,0,0,0,0,0.194584832,0,0,0,0,0,0,0,2.090694264,0,0,0,0,0.163382532,0.069683111,0,0,0,0,0,0.03388321,0,0,0,0,0,0,0.036106756,0,0,0,0,0,0,0,0,0.011173082,0.030097592,0,0,0,0,0.016627413,0,0,0,0.046095347,0,0,0,0.123101653,0,0,0,0,0.206977105,0,0,0.045279533,0,0,0.031406339,0.026755047,0.078723653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632787914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183467139,0,0.011187531,0,0
POST,0.000931526,0,0,0.0055365,0.034821374,0.012247761,0.001325986,0,0,0,0.009241957,0.005577959,0,0,0.001132368,0.015117608,0,0.000321835,0,0,0.072454125,0.00182673,0,0.045601491,0.096073414,0.015193258,0,0.006046463,0.000213793,0.028641771,0,9.01327E-05,0.024664406,1.42621E-05,8.34454E-05,0,0,0.000258034,0.000939107,0,0.002801046,0.003313761,0,0.000291071,0,1.335240847,0.795814757,0.490176233,0,0.00047192,8.24865E-05,0,0,0.000283607,0.010867364,0.00455932,0,0,1.333E-05,0,0,0.0213982,0,0.008826297,0,0,0.001425051,0,0,0,0.737728367,0,0,0.002038453,0.202999615,0.011373085,0.002500066,0,0.010793737,0.009705356,6.13144E-05,0.001025514,0,0.078229659,0,0,0.002811637,0.004831175,0.01410418,0.011198503,0.015340918,0,0.019291643,0.000450707,0,0,0,0.000754976,0,0.497618896,0.004999935,0,0.003815169,0,0.011023065,3.61689E-05,2.55987E-05,0.00210888,0.014216298,0,0,0,0,0.001860221,0,6.65528E-06,0.175612407,0.126646936,0,0.004609679,0,0.015559157,0.047422593,1.13725E-05,0.003394168,0,0,0.010785386,0.000775944,0,0.002145372,0.092969451,0.014063658,0.187413583,0.004785309,0,0.536754672,0.00025328,0,0,0,0.001153985,0.002242804,0,0.003016075,0.004229627,0,0,0,0.001059113,0.014537303,0.012822963,0,0.017040304,0.007070139,0.034670006,0.141170815,0.581502331,0.167329706,0.000116044,0.36725948,0,0.025431412,0.02778819,0,0.004764023,0.018045176,0.024538041,0,0.005618147,0.002769736,0.011670445,0,0,6.36763E-05,0.00066351,0.017068865,0.00199831,0.00075261,0.000662432,0,0.003461508,0.001300272,0.014739909,0.327546206,0.094908024,0.016981939,0.001343091,0,0.074483306,0.001026204,0,0.010614713,0.000459659,0.003316088,0,0.045278478,0,0.001030192,0,0,0.018790794,0,0.041150797,0.031015099,0.082982501,0.045078567,0,0.026043524,0.011986732,0.004160984,0.027723843,0
PP,0.491802462,0,0,0,0,1.532107533,0,0,0.085429835,0,0,0,4.41826E-05,0,0.047259121,0,0.20006195,0,0.242257124,1.005939046,0,0.458943314,0.221006647,1.62823739,0,0,0,0.401583474,0.192835202,0,0,0,0,0.413028068,1.002459538,0,0,0.221530521,1.383220389,0,0,0.679823182,0,0.003157902,0,2.581802992,0.501588222,0.002736628,0.335142248,0.027748183,0,0.000134084,0,0.023076153,0.919410318,0.19118694,0,0,0.044906084,0.46495844,0.910490435,3.845480663,0,0,0,0,0,0,2.731684449,0,0,0,0,0.008632401,4.037500041,0.000744765,0.925345892,0,0,0.80889802,0.07773594,0.158187581,0,0,0,0,3.272892822,0.037950741,0.024622919,0,0,0.012775057,0.008515566,0,0,0,0.322588271,1.036493685,0,0,0.202725009,0,0.479793737,0,0.662136447,0.332127659,0,0,0,0,0,0,0,0.121557663,0.091593869,0.241859328,0.453898269,0.001815226,0,0.744328963,0,0.203882688,0,0.000538985,0,0,0,0,0.238686831,0,0.063851039,0,0,0.015251455,0,0.277635414,0,0.000139291,0,0,0,0,0.027283456,0,0.376666739,0.090766175,0.033429401,0.048800498,0,0.589252088,0.173582252,0,0,0,0,0,0,0,0,0.273465751,0,0.953762965,0.003838469,2.344977467,0.018731877,0,0,0.021274774,0.113681877,0,0.138051576,0,0,0,0,0,0,0,0,0,0,0,0,0.266235629,0,0.061097306,0.051975142,0,0,2.126202101,0.037910718,0,0,0.02743245,0.802003193,0,0,0,0,0,0,0,0,0,0,0,0,2.110285425,0,0,0,0,0
PPN,0.059093295,0,0,0,0.002194072,0.203502195,0,0,0,0.014238051,0.017328685,0.002761342,0,0,0.002969052,0.150446984,0.049745689,0,0,0,0.010432717,0,0,0.127878942,0,0,0,0,0,0,0,0.01902886,0.005819899,0.005261781,0.008362126,0.212442713,0.049327143,0,0,0,0,0.250646293,0,0.0004887,0.035338683,0,0,0,0,0.001666711,0,0,0.000303753,0,0.117893333,0.053924532,0.058049905,0,0,0,0,0,0.004082319,0.042386789,0.014880644,0.001640674,0.006963008,0.284669332,0,0,0,0,0.026269676,0.054628956,1.738699182,0,0.353300736,0.023931759,0.051595598,0.213619149,0.005689608,0.059783031,0.103542914,0.185591451,0,0.060400242,0.094939426,0.01263162,0,0.039421408,0,0.001952295,0,0.012907967,0.035977986,0.008103694,0.027851173,0.205706225,0.005447598,3.062735903,0.056715144,0.003028156,0.208984918,0.0090406,0,0.010745074,0,0,0.140111215,0.0176974,0,0,0.005567281,0.054940609,0,0.000770283,1.595111554,0,0,0,0.186535885,0,0,0,6.9895E-05,0,0.1098118,0.235606796,0,0,0.008180819,0.00692962,0.051224902,0,0.044855735,0,0,0,1.182284291,0.10632856,0,0.012412875,0.014063125,0,0.056538743,0.114536734,0.024558886,0.00567243,0,0.176095782,0.157670616,0.006266055,0,0.094968653,0.216854812,0.000998694,0,0,0.03448709,0.041118963,0,0,0.006319839,0.606237078,0,0.01608124,0.252007023,0.384338315,0.019777983,0.012564113,0.02380899,0.158853658,0,0,0,0,0,0.002400783,0.001014938,0,0,0.000614317,0.000365047,0.115344986,0,0,0.030473368,0,0,0,0,0,0.002869506,0.006727083,0.179632686,0,0,0,0.109734669,0,0,0,0,0,0,0,0.091040437,0.204700029,0,0.006029601,0,0.353726135,0.020350628
PRE,0,0,0,0,0.013297829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050695913,0.050407839,0.035493644,0,0,0,0.451727885,0,0.292520647,0,0,0,0.025836663,8.653E-06,0,0,0,0.088148581,0,0,0,0,0,0,0,0,9.15696E-08,0,0,0,0,0,0,0,0,0,0,0,0,0.008141147,0,0,0,0,0,0,0,0,0.001114197,0,0.003539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000560773,0,0,0,0,1.2232E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167492,0,0,0,0,0,0,0,0,0,0.084020604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRM,0.000306541,7.1262E-06,7.03037E-06,2.87057E-07,1.56725E-06,0,0.000198349,8.9046E-05,0.000115748,6.44835E-16,0,0,0.006327866,8.31122E-06,0.000445641,1.31518E-05,0.000577097,0.000308901,0.000570971,0.000529583,1.17922E-06,5.53285E-05,5.47944E-05,6.39417E-06,0.002553947,0.000258951,0.001412459,1.31604E-05,8.34844E-06,0,4.8811E-08,0,2.38469E-05,0.000286176,0.002517556,8.93547E-05,7.65283E-06,2.25104E-05,2.19736E-06,2.89824E-05,0.00440636,5.5379E-05,0.009906482,1.24049E-07,1.92516E-07,0.004732238,0.003430505,0.000401142,4.05445E-06,8.63532E-06,4.20502E-06,1.40121E-12,5.84729E-06,0,2.46543E-07,0,4.11143E-15,0.000346204,2.69284E-05,0,0,1.65163E-05,1.15712E-05,0,1.7301E-07,0.001750722,0.001092348,0.000121031,5.40637E-06,1.58583E-07,0,5.29176E-08,0,8.78589E-05,0.000380941,1.16919E-06,0.000126039,7.46237E-05,4.30284E-06,0.000147507,1.54316E-06,8.03255E-05,1.90214E-15,1.11396E-07,0,1.53921E-05,0.000442798,2.24516E-06,5.11323E-07,0,9.63845E-05,0.000107225,0.001332356,0.001869034,0.000299434,0.000161498,0,1.3725E-05,0.000187272,0.001137383,0,0,0.0008007,0,1.09108E-05,0.000351836,6.43719E-12,2.46215E-07,9.71628E-06,1.86374E-06,8.53732E-07,1.94902E-08,9.21862E-05,0.001107007,1.97035E-05,0.000178686,0.000306778,2.51584E-05,3.231E-07,3.30392E-06,1.61758E-14,0.001916594,2.08818E-06,0.001146785,0.006568245,0,2.23885E-06,2.30001E-05,0.002263582,6.53629E-07,2.79774E-08,0.000153189,0,0.000649223,4.16956E-05,0,0.000352457,0.042868526,4.06366E-14,1.36791E-05,9.80419E-15,2.52376E-07,0,0.000636444,0,1.33369E-06,0.00057412,9.33045E-07,0.002834314,2.34899E-05,0,0,0,0.000311688,2.95886E-05,0.000249449,0.001732325,0.002378684,0,0,0.000143255,0.002311279,1.44349E-05,1.61282E-06,0.000108306,1.03249E-06,0.001115635,0.005017154,3.25884E-15,0,1.83129E-06,8.6252E-06,0,0.00034237,3.88425E-05,6.40205E-15,0.00024289,2.31041E-05,5.44856E-06,0.000166706,1.14934E-05,8.15515E-05,8.77577E-05,3.10904E-05,0.00161114,0.000874443,0.000244339,2.16013E-05,1.45946E-05,0.002160193,0.002516972,7.94688E-06,5.62605E-07,0.000413687,0.003014867,8.31238E-07,6.9181E-05,1.11545E-05,1.17337E-06,2.36069E-05,0.000395506,0.000321094,0.000488211,0.00222803,3.90476E-05,0.000614631,1.96886E-05,9.75155E-05,0,2.79938E-06,0,0.000978053,1.16922E-05
PRNc,0.001507581,0.000136847,0,0,0,0,0.000225179,0,0.000421159,0.007939749,0.000876655,0,0,7.11765E-06,0.000304645,0.070114386,0,0,0,0,0,8.07029E-05,0.000183874,0,0,0,0,0,0,0.002729315,0.000220058,0,0.005082999,0.000411083,2.84704E-05,0,0.005958969,0.00170043,0,0,0.00063543,0,0,0,0.002821498,0,0,0,0.00019701,0.000131506,0.003263321,0.001499195,0,0.000360434,0,0,0.288225475,0,4.27074E-05,0,0.002091383,0,0,0.000436895,0.009347626,0.001134939,0,0.098721403,0,0.017457985,0,0,0.000889291,0.001021948,0,0.003922581,0,0.028976038,0,0,0,0.002803147,0.064647748,0.016430897,0.008075042,0.079558098,0,0,0,0,0,0,0,0,0.000126206,0.000222533,0,0,0.00127854,0.455123301,0,0.031072552,0,0,0.000359208,0.000598124,0,0.001744735,0.020695185,0.005346457,5.40378E-05,0,4.36843E-05,0.000367974,0,0.000241421,0.20348534,2.6948E-05,0.035743787,0.028749932,0.006358361,0,0.018872376,0,0.003026838,0.01952699,0.041038583,0,0.001377984,7.26414E-05,0,0.008864374,0.002686723,0,0,0.043095282,0.000382486,0,0,0.14415283,0.019023405,0.011030242,0,0,0,0,0,0,0,0,0,0.001079971,4.10139E-06,0.01642172,0.019838217,0,0,0,0.003262082,0,0.182797138,0,0,0.002050548,0,2.79091E-05,1.6986E-05,0,0,0.00023874,0.000146467,0.002828854,0.009849889,0,0.004123492,0.006553465,0.000417844,0,1.9287E-05,0.000202593,1.32718E-05,7.15363E-05,0.000193796,0,0.000243506,0,0,0.004917156,0.009792152,0,0,0.02763275,0,0.000626833,0,0,0.011810941,0,0,0,0,0,0,0,0,0,0.011734466,0,0.007348346,0.002958993,0,0,0.00716647
